0.41622,0.03813,-0.1111,0.24205,0.10578,0.10025,-0.3192,0.12006,0.011631,-0.1228,0.17242,0.02807,0.14564,0.037799,0.32802,0.11399,-0.072521,0.27048,0.094197,-0.24855,0.68927,0.12601,-0.32814,0.51333,0.034833,-0.41362,0.0089326,0.51915,-0.027111,-0.25935,0.11613,0.23007,-0.28192,0.087575,0.20555,-0.20075,-0.35701,0.23969,0.28205,-0.17573,-0.0011588,0.057773,-0.059575,-0.1294,0.32269,0.26426,0.032486,0.16859,0.58192,-0.52799,-0.34841,0.16539,-0.096353,-0.29862,-0.057043,0.38275,-0.35827,0.033289,0.048538,0.14451,-0.041639,0.20119,0.10444,-0.050683,-0.14681,0.019187,0.26591,-0.11077,0.18164,-0.17676,-0.089605,-0.13546,0.19922,-0.23778,-0.25807,0.23128,0.23557,-0.32539,-0.19117,0.40699,-0.12532,0.0055802,0.34167,-0.090254,0.22437,0.095909,0.17,0.16637,-0.0049742,-0.071543,0.11348,0.14429,-0.094157,0.14627,0.047123,0.13671,-0.03078,0.0067653,0.27712,0.039427
0.43533,-0.22374,-0.40283,0.16515,0.17821,0.16723,-0.2261,0.19097,0.13305,-0.10446,0.12174,0.24206,-0.26531,0.21052,0.018979,-0.04856,0.19723,0.70839,-0.2053,-0.17078,0.52311,0.093542,-0.63486,0.19895,0.52143,-0.49991,0.15549,0.21017,-0.18667,-0.9598,0.17277,0.33595,-0.42687,-0.37565,0.68256,-0.063979,-0.31372,0.18606,0.43171,-0.3078,-0.19323,0.073607,-0.42698,-0.52146,0.054452,0.14111,-0.28006,0.12125,0.61362,-0.24924,-0.38495,0.50665,-0.20151,-0.37008,0.18283,0.63748,0.047302,-0.37511,0.34423,0.027088,-0.39242,0.0014239,0.2254,-0.23441,-0.15484,0.065873,-0.029678,-0.19685,0.13288,0.20954,-0.15785,-0.017336,0.51486,0.15494,-0.66054,0.16278,0.020718,-0.29867,-0.12567,0.7508,-0.023537,-0.23284,0.25582,0.017398,0.092012,0.21853,0.31535,0.28658,0.23915,-0.2411,0.087473,0.4602,-0.080951,0.012504,0.64115,0.32173,-0.39466,0.41316,0.34708,0.25634
0.66519,0.055715,-0.63857,0.33847,0.43165,0.02012,-0.10572,0.51113,-0.066949,-0.45944,0.17887,0.14022,-0.13755,0.18478,-0.012412,-0.51632,0.090553,-0.08091,-0.2889,-0.45153,0.67145,-0.29007,-0.7146,0.65297,0.65559,-0.61058,-0.22551,0.27708,-0.22403,-0.76564,0.63847,0.50709,-0.75274,0.047158,0.58713,0.068356,-0.63154,0.45756,0.67838,-0.46709,-0.27131,0.15214,-0.41506,-0.28516,0.48618,0.25773,-0.64865,-0.13623,0.8764,-0.37274,-0.53116,0.64312,0.23098,-0.51912,-0.28362,0.21753,-0.21416,-0.38956,0.082763,0.044186,-0.5949,-0.050125,0.55405,-0.26546,-0.057671,0.0095078,0.076372,-0.058551,-0.027699,-0.024333,-0.0043575,-0.10475,0.15753,0.088595,-0.701,-0.066144,0.7286,-0.36735,-0.03311,0.72813,-0.37509,-0.68412,0.59797,0.16222,0.1968,0.43441,-0.047773,0.10079,0.26932,-0.018192,-0.012078,0.3707,-0.031287,0.11384,0.58649,0.69123,-0.31227,0.10955,0.81751,0.25062
0.94261,-0.44523,-0.60294,0.45005,0.1479,-0.23828,0.090682,0.41489,-0.2474,-0.42911,0.37638,-0.14304,-0.15489,0.27268,0.18172,-0.39414,0.12296,0.56781,-0.39808,-0.22111,0.81148,-0.18825,-1.0834,0.76664,0.64641,-0.93158,-0.20982,0.972,-0.29667,-0.85482,0.67339,0.42934,-1.1007,-0.15898,0.70834,0.12301,-0.7888,0.45736,0.86564,-0.23525,-0.10466,0.35017,0.02058,-0.40072,0.42591,0.30527,-0.72632,-0.0020598,0.67424,-0.59383,-0.53025,0.58525,0.22006,-0.76177,-0.11777,0.54177,-0.28029,-0.66052,0.031085,0.19369,-0.51319,-0.09212,0.3044,-0.25748,-0.13799,0.078006,-0.14609,-0.27983,0.095991,0.13679,-0.48902,-0.042781,0.77092,-0.21069,-0.79686,0.41369,0.61828,-0.61122,-0.069416,0.96405,-0.18197,-0.36254,0.70871,0.06864,-0.051305,0.84105,0.29275,0.37922,0.22462,-0.039554,0.12721,0.63057,0.19973,0.11638,0.59029,0.5126,-0.16723,0.15375,0.8949,-0.028406
0.44554,-0.16248,-0.15828,0.33786,0.032516,-0.35111,-0.063813,0.27479,-0.19523,-0.083717,0.0179,0.15113,-0.23289,0.047732,-0.022503,-0.28901,0.02846,0.099712,-0.13085,-0.1446,0.32994,0.020456,-0.46428,0.030514,0.21009,-0.26414,-0.29388,0.36169,-0.1472,-0.4806,0.35957,0.46833,-0.57482,0.18783,0.24278,-0.044684,-0.2271,0.20837,0.0038084,0.040304,-0.32306,0.2135,-0.12118,0.050484,-0.039846,0.30235,-0.29175,0.18171,0.20607,0.11987,-0.24739,0.3938,0.18987,-0.21008,0.22278,0.39054,-0.14893,-0.4623,0.0012662,0.082113,-0.35378,0.057174,0.1311,-0.16414,-0.14534,0.26792,-0.23974,-0.059273,-0.067011,0.20109,-0.11064,0.0666,0.46906,0.095444,-0.1742,-0.058249,0.30268,-0.050578,-0.13034,0.40356,-0.17397,0.056947,0.31519,-0.13709,0.1178,0.026169,-0.017106,-0.03052,0.23301,0.014094,0.12272,0.10932,-0.13859,-0.098294,0.11709,0.20255,-0.019932,-0.28732,0.081472,0.0065736
0.089759,0.11044,-0.11115,0.043312,0.068816,0.1287,-0.024291,0.15659,0.045745,-0.035806,0.21789,0.14635,0.057804,0.036032,-0.059974,0.023702,-0.018394,-0.0043665,0.093569,-0.013873,-0.23173,0.21525,-0.14647,-0.24625,-0.060631,-0.027016,-0.065184,0.33694,0.33946,0.08201,0.063532,0.14137,-0.021717,0.050452,0.00070066,0.1073,0.082657,-0.042771,-0.18896,-0.039261,0.039501,0.15281,0.08777,-0.015243,-0.072415,-0.096084,-0.15671,0.1531,-0.020797,-0.16523,-0.13568,-0.1081,0.17297,-0.095934,0.12695,-0.14936,-0.38704,-0.05517,0.076902,0.094204,0.092836,-0.068652,0.22504,0.067913,-0.10281,-0.18788,0.021626,0.068218,0.16814,-0.042778,-0.17633,0.18344,0.060864,0.077845,0.21473,0.056024,-0.043649,0.16346,0.079633,0.00025897,0.14138,-0.019014,-0.078295,-0.078124,0.031136,-0.034076,-0.015795,0.084309,-0.38088,-0.33793,-0.08907,-0.0014027,0.28266,-0.029575,0.3051,0.080806,-0.0072022,0.41892,-0.099341,0.092884
0.039514,0.16863,0.2214,-0.26692,-0.1322,0.086267,0.0091608,-0.040088,0.042355,-0.14916,-0.001115,-0.16378,0.19822,0.027293,0.14011,0.049096,0.16995,-0.15112,0.042282,0.28612,0.077073,0.10025,0.29969,-0.16272,-0.10588,0.26067,-0.071472,-0.16092,0.11209,0.18894,0.029719,-0.047646,0.30545,0.11641,-0.18157,-0.2585,0.26868,-0.052952,-0.19772,0.11282,0.058856,-0.097465,0.043521,0.37166,-0.088492,0.13243,-0.05239,0.20377,-0.12428,0.063707,0.25008,0.14153,-0.069282,0.29703,-0.10683,-0.14122,0.15019,0.12854,-0.044196,-0.0093688,0.061395,-0.042735,0.098686,-0.008526,0.11181,-0.049879,-0.022887,-0.078523,-0.047067,-0.047095,-0.03309,0.038112,0.0074836,-0.097125,-0.097775,-0.029454,-0.092136,0.15581,0.13527,-0.26096,0.11649,0.18603,-0.00069836,-0.074833,0.043218,-0.13838,-0.12455,-0.0287,0.011813,-0.19012,-0.019923,0.2646,-0.13953,-0.0052215,0.12403,-0.11989,0.10869,-0.4392,-0.16114,-0.080373
0.010892,0.15649,0.25675,-0.32692,-0.15304,-0.11441,0.21363,-0.058835,-0.072139,-0.11797,-0.018328,0.056242,-0.13584,-0.09113,-0.11138,-0.24942,0.099977,0.25355,0.34056,-0.060452,-0.12663,0.012408,0.3022,-0.29392,-0.04587,0.22706,0.15701,-0.42949,0.30198,0.26586,-0.41434,-0.036645,-0.099356,0.018601,-0.53654,0.18871,0.34325,0.027117,-0.10722,0.23981,0.36322,-0.12923,0.23783,-0.10994,-0.13433,0.040086,0.21651,-0.055882,-0.082187,0.30373,-0.22114,-0.15011,-0.19771,0.21479,0.19463,-0.36316,0.21835,0.20604,-0.0074728,-0.073034,0.016006,0.2132,-0.17249,-0.026454,0.24723,0.2062,-0.20167,0.099223,0.27443,0.12963,-0.12816,0.065677,-0.049849,0.10711,0.21585,0.094511,-0.28094,0.080859,0.0094976,-0.29,0.0022371,0.23779,-0.029571,-0.23446,0.54521,-0.044509,-0.22386,0.16497,-0.14776,0.1096,-0.023207,-0.044823,0.11128,0.36246,0.16088,-0.33262,0.13477,-0.26261,-0.32172,-0.038953
-0.56029,0.23775,0.67902,-0.21593,-0.11044,0.13092,-0.020874,-0.23619,0.18287,0.23095,-0.18421,-0.027453,0.2319,0.021765,0.02055,0.32166,-0.12289,-0.28879,0.1142,0.19035,-0.2312,-0.072533,0.57213,-0.030525,-0.1405,0.7313,0.0063379,-0.50908,0.18185,0.40087,-0.43461,-0.15918,0.41057,0.1354,-0.38698,0.15308,0.75905,-0.37213,-0.32517,0.51397,0.28124,-0.079762,0.26244,0.19911,-0.3458,-0.26732,0.46538,-0.18379,-0.14841,0.31863,0.25202,-0.54952,-0.01256,0.46545,-0.052433,-0.3835,0.35664,0.30182,0.060615,0.021348,0.32202,-0.14209,-0.059194,0.22057,0.033766,0.11617,0.33175,0.023511,-0.030559,-0.26475,0.092422,0.21634,-0.16013,-0.13121,0.33112,-0.25443,-0.13348,0.17358,-0.024683,-0.30309,0.30535,0.32353,-0.36773,-0.29411,0.017153,-0.40745,-0.14499,-0.0136,-0.033092,0.0087091,-0.11126,-0.15024,-0.0099591,0.1259,-0.14409,0.054098,-0.025911,-0.28055,-0.31615,0.047738
-0.8606,-0.23196,0.28788,-0.39609,-0.45938,0.17482,0.34358,-0.34417,0.16137,0.34126,0.034506,-0.084041,-0.15519,-0.079402,-0.029037,0.061662,-0.050833,-0.36488,0.043161,0.3015,-0.53157,0.2261,0.57715,-0.21639,-0.4375,0.39815,0.17664,-0.65453,0.094278,0.48263,-0.34219,-0.57393,0.58506,0.27547,-0.37105,0.20553,0.34915,-0.26327,-0.43985,0.39034,0.21545,-0.098789,0.23787,0.28294,-0.039213,-0.30206,0.2885,-0.043827,-0.43031,0.13375,0.25243,-0.16554,-0.084265,0.65636,-0.039174,-0.28713,0.26825,0.49271,-0.30463,-0.026201,0.46149,-0.21865,-0.43449,0.32195,0.11823,0.16725,-0.016607,0.17472,0.033109,0.069384,0.2366,0.11389,-0.28339,0.0042759,0.76606,0.0018267,-0.3345,0.49459,0.27816,-0.63856,-0.29894,0.12652,-0.47306,0.025238,-0.055802,-0.34437,-0.14061,0.11253,-0.18881,0.041983,-0.15236,-0.53119,-0.19138,0.0025789,-0.41688,-0.6171,0.10805,-0.076867,-0.80371,-0.31675
